state,strata,date,proportion
Terengganu,urban,2015-01-01,99.1
Terengganu,urban,2016-01-01,99.1
Terengganu,urban,2017-01-01,99.1
Terengganu,urban,2018-01-01,99.1
Terengganu,urban,2019-01-01,99.1
Terengganu,urban,2020-01-01,99.1
Terengganu,urban,2021-01-01,99.1
Terengganu,urban,2022-01-01,99.1
W.P. Labuan,overall,2000-01-01,100.0
W.P. Labuan,overall,2001-01-01,100.0
W.P. Labuan,overall,2002-01-01,100.0
W.P. Labuan,overall,2003-01-01,100.0
W.P. Labuan,overall,2004-01-01,100.0
W.P. Labuan,overall,2005-01-01,100.0
W.P. Labuan,overall,2006-01-01,100.0
W.P. Labuan,overall,2007-01-01,100.0
W.P. Labuan,overall,2008-01-01,100.0
W.P. Labuan,overall,2009-01-01,100.0
W.P. Labuan,overall,2010-01-01,100.0
W.P. Labuan,overall,2011-01-01,100.0
W.P. Labuan,overall,2012-01-01,100.0
W.P. Labuan,overall,2013-01-01,100.0
W.P. Labuan,overall,2014-01-01,100.0
W.P. Labuan,overall,2015-01-01,100.0
W.P. Labuan,overall,2016-01-01,100.0
W.P. Labuan,overall,2017-01-01,100.0
W.P. Labuan,overall,2018-01-01,100.0
W.P. Labuan,overall,2019-01-01,100.0
W.P. Labuan,overall,2020-01-01,100.0
W.P. Labuan,overall,2021-01-01,100.0
W.P. Labuan,overall,2022-01-01,100.0
W.P. Labuan,rural,2000-01-01,100.0
W.P. Labuan,rural,2001-01-01,100.0
W.P. Labuan,rural,2002-01-01,100.0
W.P. Labuan,rural,2003-01-01,100.0
W.P. Labuan,rural,2004-01-01,100.0
W.P. Labuan,rural,2005-01-01,100.0
W.P. Labuan,rural,2006-01-01,100.0
W.P. Labuan,rural,2007-01-01,100.0
W.P. Labuan,rural,2008-01-01,100.0
W.P. Labuan,rural,2009-01-01,100.0
W.P. Labuan,rural,2010-01-01,100.0
W.P. Labuan,rural,2011-01-01,100.0
W.P. Labuan,rural,2012-01-01,100.0
W.P. Labuan,rural,2013-01-01,100.0
W.P. Labuan,rural,2014-01-01,100.0
W.P. Labuan,rural,2015-01-01,100.0
W.P. Labuan,rural,2016-01-01,100.0
W.P. Labuan,rural,2017-01-01,100.0
W.P. Labuan,rural,2018-01-01,100.0
W.P. Labuan,rural,2019-01-01,100.0
W.P. Labuan,rural,2020-01-01,100.0
W.P. Labuan,rural,2021-01-01,100.0
W.P. Labuan,rural,2022-01-01,100.0
W.P. Labuan,urban,2000-01-01,100.0
W.P. Labuan,urban,2001-01-01,100.0
W.P. Labuan,urban,2002-01-01,100.0
W.P. Labuan,urban,2003-01-01,100.0
W.P. Labuan,urban,2004-01-01,100.0
W.P. Labuan,urban,2005-01-01,100.0
W.P. Labuan,urban,2006-01-01,100.0
W.P. Labuan,urban,2007-01-01,100.0
W.P. Labuan,urban,2008-01-01,100.0
W.P. Labuan,urban,2009-01-01,100.0
W.P. Labuan,urban,2010-01-01,100.0
W.P. Labuan,urban,2011-01-01,100.0
W.P. Labuan,urban,2012-01-01,100.0
W.P. Labuan,urban,2013-01-01,100.0
W.P. Labuan,urban,2014-01-01,100.0
W.P. Labuan,urban,2015-01-01,100.0
W.P. Labuan,urban,2016-01-01,100.0
W.P. Labuan,urban,2017-01-01,100.0
W.P. Labuan,urban,2018-01-01,100.0
W.P. Labuan,urban,2019-01-01,100.0
W.P. Labuan,urban,2020-01-01,100.0
W.P. Labuan,urban,2021-01-01,100.0
W.P. Labuan,urban,2022-01-01,100.0
